Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,CreditScore_binned
1,0,0.13513513513513514,4,0.0,2,1,0,0.008951804897367698,0
2,0,0.28265154327115366,7,0.5173837712355643,1,1,1,0.2962675935551845,4
0,1,0.25675675675675674,10,0.42344949696508255,1,1,1,0.8334130909501857,2
2,1,0.1891891891891892,0,0.41389972319039975,1,1,0,0.10275536313717959,1
2,0,0.36486486486486486,5,0.41415165814933075,1,1,0,0.30038633689517347,4
2,0,0.40540540540540543,2,0.4309676490562364,2,1,1,0.5197135826471427,2
0,1,0.4189189189189189,6,0.8087133704365786,1,1,1,0.08644395539774048,3
1,0,0.27027027027027034,7,0.0,2,1,1,0.6927226050087782,3
1,0,0.2972972972972973,3,0.4373912133009861,1,1,0,0.7094935566346585,1
1,1,0.2837837837837838,2,0.32392885095299057,1,1,1,0.09354938396616876,3
0,0,0.28265154327115366,7,0.557434414905271,1,1,1,0.5420065616266353,1
0,1,0.22972972972972977,2,0.34640279645014443,1,1,0,0.870496432409295,1
0,1,0.2837837837837838,3,0.0,2,1,0,0.03357795669486435,0
0,1,0.09459459459459457,7,0.3623811962857111,1,0,1,0.5612785521017257,1
0,1,0.08108108108108109,1,0.46267518417537584,1,1,0,0.44865844688167716,0
0,1,0.24324324324324326,4,0.0,2,1,1,0.7060620289237621,0
0,0,0.3378378378378379,8,0.0,2,0,0,0.840200439141938,2
1,0,0.6621621621621623,4,0.4115926111673469,1,1,1,0.3915296910854986,4
1,1,0.22972972972972977,2,0.66742500909433,2,1,1,0.27659096443710374,2
0,1,0.48648648648648657,9,0.0,1,1,0,0.41733395539274,2
0,0,0.1891891891891892,2,0.0,2,1,0,0.6600192818414158,0
1,1,0.35135135135135137,5,0.5614078608569719,2,1,0,0.7936933977194822,3
0,1,0.28265154327115366,8,0.0,2,1,1,0.5074191585296396,0
1,1,0.22972972972972977,8,0.41019993416450484,1,1,1,0.2297633423991991,2
0,0,0.2972972972972973,1,0.0,1,1,1,0.24793672795751992,0
2,1,0.25675675675675674,6,0.5251271940730996,1,1,0,0.4344569406378309,1
2,1,0.7162162162162162,9,0.4762765232688699,1,1,0,0.6292465930496363,0
1,1,0.21621621621621623,8,0.0,1,1,0,0.36040201839275654,1
0,1,0.27027027027027034,7,0.0,2,1,0,0.007584824350725494,1
1,0,0.12162162162162166,7,0.4935313377634721,1,0,1,0.39483270652347296,2
2,1,0.4189189189189189,4,0.6750840949008421,1,1,1,0.6176763380902875,0
0,0,0.24324324324324326,3,0.0,2,0,0,0.13005247001088602,0
2,1,0.10810810810810811,2,0.5688425926239614,1,1,1,0.7680441982209301,2
2,0,0.36486486486486486,6,0.34561466769236865,1,1,0,0.42933255125864517,1
2,0,0.040540540540540515,6,0.390423458385036,1,1,1,0.8248522233873333,2
2,0,0.14864864864864863,1,0.6151255276594574,1,1,1,0.6926460476975551,2
0,0,0.21621621621621623,5,0.0,2,1,0,0.9278401587351592,1
0,0,0.5,10,0.392542167220165,1,1,0,0.779414384073679,4
0,0,0.25675675675675674,4,0.5588399656609583,1,1,1,0.4691485536868771,1
0,1,0.35135135135135137,5,0.4066048490046298,1,0,1,0.8912040599877288,1
2,1,0.24324324324324326,2,0.4173114669784852,2,1,0,0.5397372449068886,1
0,1,0.21621621621621623,6,0.0,2,0,0,0.9864523061952416,1
1,1,0.040540540540540515,2,0.4910391306685516,1,1,1,0.9035897928252148,2
0,1,0.24324324324324326,1,0.0,2,0,1,0.08562827750050128,1
0,1,0.35135135135135137,3,0.4601511713381318,2,0,0,0.3361458519288592,0
1,1,0.25675675675675674,1,0.0,2,0,0,0.6676858139952364,1
0,1,0.1891891891891892,8,0.6987192289905436,1,1,0,0.9352875699629315,2
1,0,0.1891891891891892,1,0.4155243668853757,1,1,1,0.08512207915855963,1
1,0,0.040540540540540515,1,0.0,2,0,0,0.1435861624785167,1
2,0,0.3378378378378379,10,0.4802017026116062,1,0,0,0.47436255162368,1
2,0,0.5135135135135136,9,0.40168400644261587,2,1,1,0.2722101460689496,1
0,1,0.3108108108108108,0,0.0,2,0,1,0.6528395461766598,1
1,1,0.02702702702702703,8,0.8139680537225294,1,1,0,0.6413452984760044,0
1,1,0.14864864864864863,4,0.5318277632165316,2,1,0,0.489906086031216,1
1,1,0.2972972972972973,6,0.0,2,0,0,0.20620579265319838,3
0,1,0.2837837837837838,5,0.0,1,0,1,0.20099659517483917,3
2,0,0.21621621621621623,7,0.39329012030342686,1,1,0,0.6945426788258279,1
1,1,0.25675675675675674,6,0.0,2,1,1,0.5974192035339374,3
2,0,0.2837837837837838,1,0.5241700325418979,1,1,1,0.9686096022170116,2
0,1,0.16216216216216217,7,0.5831104971743707,1,0,0,0.48422789376385444,1
0,1,0.14864864864864863,1,0.0,2,1,1,0.8224445434538998,2
0,0,0.25675675675675674,5,0.38522756390851765,1,1,0,0.49342122172667485,1
1,0,0.3108108108108108,5,0.0,2,1,0,0.4065484753793987,4
1,1,0.28265154327115366,8,0.0,2,1,0,0.8083600483846206,1
0,1,0.28265154327115366,7,0.0,2,0,1,0.7915870465629467,0
2,1,0.39189189189189194,1,0.6852872813818551,1,1,1,0.32815803909273333,4
0,1,0.08108108108108109,5,0.0,2,1,0,0.9113171807907654,3
1,0,0.3108108108108108,8,0.0,3,1,1,0.39931388447596744,1
0,1,0.14864864864864863,3,0.40869426307709245,1,1,1,0.9484366256977541,2
0,1,0.0675675675675676,5,0.622832919931754,1,1,0,0.804861164241185,1
0,1,0.16216216216216217,4,0.6754220010204144,1,1,0,0.560931218931408,0
0,1,0.5,7,0.0,2,1,1,0.5937618042523061,4
2,0,0.3108108108108108,9,0.5996981085029384,2,0,1,0.4077229375405351,1
0,1,0.2972972972972973,1,0.5625263627953486,1,1,1,0.3389936238910816,1
0,1,0.16216216216216217,1,0.0,2,1,0,0.9973577476649018,1
0,0,0.28265154327115366,4,0.0,1,0,0,0.4218984913059197,1
0,1,0.14864864864864863,7,0.4671211327276346,1,1,1,0.2173660084538073,0
2,1,0.13513513513513514,2,0.6811133954826042,2,1,0,0.20875653624921178,1
2,0,0.25675675675675674,7,0.5873363563668421,1,1,1,0.6651654232979248,1
2,1,0.1891891891891892,8,0.5206403125667478,1,1,0,0.23577086611771422,1
0,0,0.3243243243243243,0,0.0,2,0,1,0.7036324969034543,2
1,1,0.37837837837837845,3,0.26014239486637786,1,0,1,0.9499760727149442,0
1,0,0.2972972972972973,6,0.24580175161955203,1,0,1,0.7533107911805578,4
0,0,0.2837837837837838,9,0.5116124638493661,1,1,0,0.43020808487210527,0
0,1,0.21621621621621623,4,0.6590855673711985,2,1,1,0.1286750384661735,0
0,1,0.08108108108108109,7,0.5325990723962866,2,1,1,0.4928392161451418,0
0,1,0.21621621621621623,2,0.5475932877767224,2,1,0,0.04833171567884732,0
0,1,0.27027027027027034,6,0.649222678418955,1,1,0,0.4554793982825359,3
0,1,0.4189189189189189,8,0.4117303961939288,1,1,1,0.254839287151923,4
0,1,0.0675675675675676,3,0.4392371819171681,1,1,0,0.47790498992653796,3
2,1,0.16216216216216217,8,0.5360633474730716,1,0,0,0.21621544857533892,1
2,0,0.4594594594594595,4,0.34632324223751565,1,1,0,0.4543742927449571,1
2,0,0.21621621621621623,1,0.4050769776685028,1,1,0,0.5521523805523427,1
1,0,0.25675675675675674,0,0.6088537381850935,1,1,1,0.24491798966801326,2
0,1,0.2837837837837838,1,0.0,2,1,1,0.7092163801643057,2
0,1,0.12162162162162166,9,0.0,2,1,0,0.9904957423433937,1
0,1,0.16216216216216217,0,0.0,2,1,0,0.8049172695992467,0
1,1,0.35135135135135137,5,0.0,2,1,0,0.3322877834833226,0
0,0,0.28265154327115366,7,0.0,2,0,0,0.47991613199060507,1
0,0,0.28265154327115366,0,0.4602106775703235,1,1,1,0.3030840945310277,2
0,0,0.27027027027027034,1,0.7256565803270962,1,1,0,0.24748323464890895,2
1,0,0.5405405405405406,5,0.8613452577498698,1,0,1,0.3708610672319207,1
1,0,0.2837837837837838,9,0.0,2,0,0,0.49961001275621814,2
0,1,0.25675675675675674,5,0.0,2,1,0,0.41544802528641483,0
0,0,0.1756756756756757,3,0.5451980124679309,1,1,0,0.2967024350825504,1
0,1,0.40540540540540543,1,0.0,2,1,1,0.5502915528432966,0
0,1,0.13513513513513514,8,0.0,2,1,0,0.3861353259236257,3
2,1,0.2027027027027027,7,0.5393042649308332,2,0,1,0.8583650738645541,1
2,1,0.21621621621621623,2,0.5835321823294869,1,1,1,0.36034511295828753,2
2,0,0.21621621621621623,2,0.43209125266756715,2,1,0,0.51453578816777,4
0,0,0.2972972972972973,6,0.43864203988161093,1,1,1,0.4347372174042621,2
0,1,0.24324324324324326,4,0.0,1,1,1,0.9851121782130193,0
0,1,0.27027027027027034,4,0.44731460490592023,1,1,0,0.0835356276524408,0
1,0,0.2972972972972973,4,0.402913669051845,1,1,1,0.2584822350534476,1
1,0,0.28265154327115366,4,0.3856700941804699,1,1,1,0.9962504919219785,1
1,0,0.40540540540540543,5,0.0,2,0,0,0.39279791220061516,2
1,1,0.6216216216216217,3,0.18235603148672835,2,1,0,0.39809651821748976,2
2,0,0.2972972972972973,8,0.48517475760776024,1,0,0,0.30579355328433866,1
1,1,0.22972972972972977,5,0.0,2,1,1,0.31314670551037627,1
0,0,0.35135135135135137,4,0.0,2,0,0,0.6719801741066271,0
0,1,0.27027027027027034,6,0.5113219474887195,3,1,0,0.04569626399321134,4
2,1,0.21621621621621623,8,0.5578342585230521,2,1,1,0.9494119188382489,0
1,1,0.2837837837837838,8,0.0,2,1,0,0.4982603338618838,2
0,1,0.3243243243243243,3,0.43049662115801685,1,1,1,0.7874478012650208,0
1,1,0.37837837837837845,9,0.6406450921965967,1,0,1,0.4675018464263337,1
2,0,0.3378378378378379,10,0.47265736458974245,1,1,1,0.8062273447114199,2
1,0,0.1891891891891892,7,0.0,1,1,0,0.14394244650364107,1
0,1,0.1891891891891892,9,0.0,2,1,0,0.5797522663414356,3
0,0,0.24324324324324326,3,0.0,2,1,0,0.4605798353742782,0
2,0,0.1891891891891892,10,0.557498066246738,2,1,0,0.07684058827618036,0
0,0,0.2837837837837838,1,0.5264188340373577,2,1,0,0.9613096550720592,1
0,0,0.4189189189189189,0,0.0,1,0,0,0.8935773366356486,4
0,1,0.24324324324324326,9,0.0,2,0,1,0.7278236071544831,0
0,1,0.1891891891891892,1,0.4897999821361734,1,1,1,0.1323356380534341,4
2,1,0.28265154327115366,6,0.8131484779338097,2,1,0,0.5476861540277096,0
1,1,0.4594594594594595,8,0.0,2,1,1,0.6162114981980779,1
0,1,0.14864864864864863,7,0.0,2,1,1,0.6907361653037865,1
1,1,0.27027027027027034,7,0.0,2,1,0,0.752918403707554,0
2,0,0.3243243243243243,10,0.5129864081468297,1,1,0,0.3154354740877754,0
1,1,0.2972972972972973,7,0.3798865108937259,1,1,1,0.3146959034587803,2
0,0,0.4594594594594595,9,0.6784770262699091,2,0,0,0.7424008492811063,0
0,1,0.1891891891891892,0,0.0,1,0,1,0.5866146717011474,1
2,1,0.28265154327115366,4,0.7380439205416033,2,1,0,0.6041721984449514,2
0,1,0.3108108108108108,1,0.4941096203641886,1,0,1,0.864099571509079,1
0,0,0.40540540540540543,4,0.0,1,0,1,0.1507817996618677,3
2,1,0.21621621621621623,5,0.3198205693793843,2,0,0,0.2838740599727274,1
0,0,0.35135135135135137,8,0.0,2,1,1,0.1371132943196075,1
2,0,0.25675675675675674,7,0.25099688881649124,2,0,1,0.19504287659471478,1
0,1,0.2837837837837838,1,0.0,1,1,1,0.14087905394965217,0
1,0,0.22972972972972977,5,0.0,2,1,0,0.2825590843925595,0
2,0,0.2027027027027027,7,0.45908217157013836,2,1,1,0.8864238034732317,2
0,0,0.21621621621621623,1,0.0,1,0,0,0.5722373986715731,4
2,0,0.47297297297297297,8,0.3795641090771158,1,0,0,0.35067958990083553,2
0,0,0.1756756756756757,9,0.4564385882730316,2,0,1,0.39609002659754006,1
0,1,0.16216216216216217,3,0.34159267613396344,1,0,1,0.13938571133543254,0
0,1,0.09459459459459457,6,0.0,2,0,1,0.5499350687990703,0
0,1,0.13513513513513514,2,0.0,1,0,0,0.4902914728356558,2
0,1,0.1756756756756757,4,0.0,2,0,1,0.12837861015727,0
0,1,0.3108108108108108,7,0.29548192256067,1,1,1,0.05886322143764729,2
2,0,0.6756756756756757,3,0.4398479079693274,1,0,0,0.7098975952203436,2
1,0,0.2972972972972973,8,0.4065121420414161,1,0,1,0.47385795343455295,1
0,0,0.25675675675675674,7,0.0,1,1,1,0.9260836909924898,1
0,1,0.24324324324324326,5,0.4685529889844917,2,1,1,0.5578618758091397,1
0,1,0.28265154327115366,9,0.37194703235883547,1,1,1,0.1224009892944776,0
0,0,0.12162162162162166,6,0.46755015153762236,2,1,1,0.12005601534946587,0
0,0,0.2837837837837838,7,0.0,2,1,0,0.011949541181182804,1
1,1,0.040540540540540515,9,0.0,2,0,0,0.7744300080657702,1
2,0,0.4594594594594595,6,0.4453577147598055,2,0,1,0.34181064291639845,1
0,0,0.22972972972972977,5,0.0,2,1,0,0.5059508183031479,1
0,0,0.28265154327115366,4,0.0,3,1,0,0.4662437262758593,1
1,1,0.22972972972972977,6,0.46498145920520967,2,1,1,0.11927454071863862,1
0,1,0.3378378378378379,6,0.0,2,1,1,0.2883490373330653,3
0,1,0.0675675675675676,8,0.0,2,1,1,0.5611908437255757,2
2,0,0.28265154327115366,3,0.420196502890875,2,0,1,0.4488522153865694,3
2,1,0.6756756756756757,2,0.3993431755498817,1,1,1,0.1929422259825813,0
2,1,0.35135135135135137,3,0.6525140147539585,1,1,0,0.4806065979301023,0
2,0,0.28265154327115366,9,0.6213830483922776,2,1,1,0.35577527653890945,1
1,0,0.27027027027027034,1,0.0,2,0,1,0.20613163557119704,0
0,1,0.36486486486486486,7,0.5482522405810264,1,0,0,0.6230401003295815,1
0,1,0.24324324324324326,9,0.0,2,1,1,0.32905617486469957,0
1,1,0.21621621621621623,9,0.0,2,1,1,0.40925108347847217,4
1,0,0.1756756756756757,5,0.3427937614032853,1,1,1,0.3695921460499477,1
1,1,0.3108108108108108,9,0.5082691143643222,1,0,1,0.9571206050177792,2
0,1,0.3108108108108108,8,0.0,2,0,0,0.14864199531055214,1
0,1,0.2027027027027027,2,0.6070302089585458,1,1,0,0.3566433594408266,3
1,0,0.14864864864864863,2,0.0,2,1,0,0.8951909907396155,1
0,0,0.2837837837837838,6,0.0,2,0,1,0.13683091735260716,0
0,0,0.4189189189189189,1,0.0,2,1,1,0.595435214062943,4
1,1,0.14864864864864863,5,0.0,2,1,0,0.32931494957768465,3
2,0,0.22972972972972977,2,0.4680741890063811,2,1,1,0.08450507023420735,2
0,1,0.2027027027027027,8,0.0,2,1,1,0.7764871045184816,1
2,1,0.27027027027027034,9,0.26748569508839226,1,1,0,0.3928128136237011,1
2,0,0.2027027027027027,9,0.3368757410628355,2,0,1,0.9901219066420842,1
1,0,0.3108108108108108,6,0.0,2,0,0,0.5074467111609158,3
0,0,0.4324324324324324,2,0.36033817555167524,2,0,0,0.24081794811404486,0
0,1,0.2027027027027027,7,0.4591329491587601,1,1,1,0.05597494560730549,0
0,1,0.39189189189189194,5,0.632221393156082,1,0,0,0.4174814194755599,2
0,0,0.2837837837837838,4,0.0,1,0,0,0.8647211808727733,2
2,1,0.28265154327115366,9,0.5241948633407293,2,1,1,0.2587277084961614,1
0,1,0.3108108108108108,7,0.7170401337052825,1,1,1,0.6859123546298672,2
0,0,0.1891891891891892,3,0.0,1,0,0,0.47868966486299436,2
0,0,0.35135135135135137,7,0.0,2,1,1,0.952706883507375,3
1,0,0.27027027027027034,3,0.0,2,1,0,0.22124147856120258,2
1,0,0.5675675675675675,10,0.67326439192901,1,1,0,0.1571822609059165,3
0,0,0.47297297297297297,8,0.49360822156916384,2,0,1,0.8522981444727971,2
0,1,0.21621621621621623,3,0.0,1,0,0,0.9407103878420389,0
1,1,0.24324324324324326,7,0.0,2,1,0,0.30265380343822834,0
1,1,0.28265154327115366,8,0.5284067726462167,1,0,0,0.03606014374372752,0
0,1,0.3243243243243243,3,0.6574444628095815,1,1,0,0.9526919320795135,0
0,1,0.4324324324324324,3,0.4829038355772258,1,0,0,0.020110970597692075,1
0,1,0.27027027027027034,3,0.4640914165588108,1,1,0,0.37785058473084177,0
1,1,0.16216216216216217,8,0.0,2,0,1,0.254165622816979,3
2,1,0.36486486486486486,9,0.6787418748385052,2,0,0,0.8237298161974468,0
0,0,0.12162162162162166,9,0.0,2,1,0,0.6341961657338275,0
1,0,0.16216216216216217,10,0.0,2,1,0,0.09745190665708574,2
2,1,0.5945945945945947,3,0.5716517810079782,2,1,1,0.71553193329963,1
1,0,0.2837837837837838,2,0.0,2,1,1,0.6057554496454411,0
0,1,0.14864864864864863,1,0.0,2,1,0,0.773493818659682,2
0,0,0.2837837837837838,5,0.0,1,1,0,0.3885079525094646,4
1,0,0.1891891891891892,6,0.45641076821270343,1,1,0,0.07893293809558811,3
1,1,0.4594594594594595,9,0.0,1,1,1,0.5898856840828298,2
1,0,0.0675675675675676,6,0.5424540696981791,2,0,0,0.8483697693129693,1
1,1,0.22972972972972977,9,0.0,2,0,0,0.7188810531405748,2
2,1,0.16216216216216217,7,0.3700609677817795,1,1,0,0.7307821896991162,2
1,0,0.36486486486486486,10,0.5417464915735309,1,1,0,0.09361524025544439,1
2,1,0.37837837837837845,10,0.4825218079579642,3,1,0,0.7574237339665937,1
0,1,0.1756756756756757,0,0.352421216120059,1,0,0,0.36172899511903384,1
0,1,0.22972972972972977,8,0.4552151034708954,1,1,1,0.37159183702043547,1
2,1,0.1891891891891892,1,0.49385079017540556,3,1,1,0.6372220547062244,2
0,1,0.25675675675675674,2,0.0,2,1,1,0.6336154602764564,0
1,0,0.3108108108108108,4,0.4470057544080946,1,0,1,0.1811703517685939,0
0,1,0.16216216216216217,1,0.25547324812237515,1,1,1,0.38889598956700366,2
0,0,0.6486486486486487,7,0.5730337365262527,1,1,1,0.6541439707492065,3
0,1,0.12162162162162166,8,0.0,2,1,0,0.9612706513472036,1
1,1,0.4189189189189189,10,0.0,2,1,1,0.7254595813900228,1
0,0,0.25675675675675674,1,0.0,2,1,0,0.35402990985639127,2
0,1,0.14864864864864863,2,0.0,2,0,1,0.4915903968829023,1
2,0,0.27027027027027034,2,0.6323335901042532,2,1,1,0.8972541877749325,0
1,1,0.2972972972972973,7,0.0,2,0,0,0.22515730252239086,4
2,1,0.2027027027027027,2,0.48782356214828104,1,1,1,0.11052230488011604,1
0,0,0.2837837837837838,10,0.0,3,1,0,0.6637111344133364,1
0,1,0.39189189189189194,2,0.0,2,1,0,0.7568930332846787,2
2,1,0.5675675675675675,8,0.5350784854520018,3,0,0,0.7652459809911846,4
0,1,0.22972972972972977,10,0.22865702166166355,1,1,1,0.5084895107482764,0
0,1,0.24324324324324326,1,0.6184854974384222,2,1,1,0.24823265621866886,2
1,0,0.3108108108108108,1,0.534787092241316,1,0,0,0.8875601619954705,2
2,0,0.2837837837837838,7,0.35264262075490493,2,1,0,0.2931319441006616,1
2,0,0.21621621621621623,2,0.3637274400933065,2,1,0,0.22425051592427075,1
0,1,0.27027027027027034,6,0.5948190757450565,1,1,1,0.48911496047872566,2
0,1,0.2972972972972973,10,0.17149899387436549,1,1,0,0.8525945727817006,0
0,1,0.27027027027027034,8,0.0,1,1,1,0.4910320935649354,0
1,1,0.47297297297297297,2,0.5736351360825426,1,1,0,0.010041959007085176,0
2,0,0.37837837837837845,4,0.5383483788178699,2,1,1,0.2211856732317936,0
0,1,0.28265154327115366,7,0.0,2,0,1,0.35659230456508595,0
0,1,0.28265154327115366,3,0.0,2,1,0,0.463551219141428,3
1,1,0.13513513513513514,1,0.5783975079284183,1,0,1,0.3886911200019602,2
0,1,0.22972972972972977,1,0.0,2,1,0,0.022245224418932005,0
0,1,0.40540540540540543,9,0.5444316056770302,1,1,1,0.9289903185754238,4
0,1,0.28265154327115366,10,0.5577171990428464,1,1,1,0.5285930306344255,0
0,0,0.16216216216216217,6,0.5101364063791798,1,1,1,0.252252190084153,2
0,0,0.47297297297297297,1,0.45252528626264155,1,0,1,0.14179169110650064,2
2,1,0.1891891891891892,1,0.6055165266503225,1,1,0,0.04433163367101557,3
0,0,0.09459459459459457,2,0.44398715829203805,1,0,1,0.24095041076422793,0
2,0,0.2027027027027027,2,0.3324658230758154,1,0,1,0.3745660710597862,4
1,1,0.2837837837837838,9,0.0,2,1,0,0.34434398485055323,1
1,1,0.1891891891891892,9,0.32267427783129005,1,1,1,0.642957152408055,1
1,0,0.28265154327115366,4,0.0,1,0,0,0.9745459691400529,0
2,1,0.08108108108108109,5,0.3391388910134789,1,1,1,0.35816630488211626,1
2,0,0.10810810810810811,8,0.49074223721671223,1,1,0,0.3721046859975128,4
0,1,0.16216216216216217,5,0.37642283366924,1,1,1,0.8280931828989667,1
0,0,0.1756756756756757,1,0.43782158724285236,1,1,1,0.21002490737865465,3
2,0,0.21621621621621623,7,0.5469916889363328,1,1,1,0.35687578163714634,3
0,0,0.28265154327115366,9,0.0,2,1,1,0.21534116508126522,3
1,1,0.1756756756756757,7,0.0,1,1,1,0.7498666622662463,2
2,1,0.1756756756756757,1,0.49826493298534086,1,1,1,0.9383221597662575,4
0,1,0.3243243243243243,4,0.0,1,0,0,0.6317680838520079,2
2,1,0.3108108108108108,10,0.5353496712549706,2,1,1,0.9903592793111741,2
2,0,0.3378378378378379,10,0.5840928482157837,1,0,1,0.050309654572011614,2
2,0,0.39189189189189194,5,0.4068812161941927,1,1,1,0.9177109413949031,0
0,1,0.37837837837837845,10,0.3806414389204797,1,0,0,0.0991624700158865,1
2,1,0.2972972972972973,4,0.37864509052261025,1,0,1,0.6160158795164938,1
0,0,0.2972972972972973,4,0.3185650396940049,2,1,1,0.16758110399543155,1
0,1,0.25675675675675674,3,0.36343046692782716,1,1,0,0.5273757143807233,0
1,0,0.2027027027027027,2,0.0,2,1,1,0.02344763924954833,1
2,0,0.13513513513513514,4,0.6685535948081551,2,1,1,0.04946392380472334,4
1,0,0.1891891891891892,7,0.0,1,0,0,0.3812998641370251,2
1,1,0.48648648648648657,10,0.0,1,1,1,0.8787728228045777,0
0,1,0.040540540540540515,1,0.0,2,1,0,0.3311348733804078,1
1,0,0.09459459459459457,10,0.5121985185299738,1,1,0,0.6078117960265205,2
0,1,0.2972972972972973,5,0.0,2,1,1,0.35447230210485103,1
2,0,0.25675675675675674,5,0.5687112644022122,2,1,1,0.5547617297451907,0
1,1,0.4324324324324324,3,0.0,2,1,0,0.06003178303527987,0
1,0,0.2837837837837838,6,0.0,1,0,1,0.926863415456176,2
2,0,0.40540540540540543,7,0.5509497501555313,1,1,0,0.28794349860411667,1
1,1,0.14864864864864863,4,0.6018880016185058,2,1,0,0.04880161055380788,0
0,0,0.3108108108108108,0,0.48047113471449704,2,1,0,0.8786375598869691,2
1,0,0.35135135135135137,1,0.0,2,0,0,0.07075535713660654,0
1,0,0.16216216216216217,1,0.6176632910995856,1,0,1,0.7838592085544169,3
1,0,0.7297297297297298,2,0.0,2,0,1,0.6542697327594785,4
1,0,0.24324324324324326,8,0.4530944815084085,1,0,0,0.06593559684949912,0
2,0,0.2972972972972973,9,0.4290544419847916,2,1,1,0.6732012407184885,4
0,0,0.445945945945946,4,0.40506207121783994,1,0,0,0.6527099337986778,1
0,1,0.24324324324324326,1,0.5930502300754862,2,1,1,0.9784426912770169,3
0,0,0.2027027027027027,4,0.3372179517189629,2,0,1,0.30026812560599536,1
0,0,0.36486486486486486,2,0.4373497622082337,1,1,1,0.6194149041233438,3
2,0,0.22972972972972977,5,0.4113810113102097,1,1,0,0.860887814786312,2
1,1,0.16216216216216217,8,0.5346883668982894,1,1,1,0.7391248864266537,2
2,0,0.22972972972972977,6,0.5105669796051457,1,0,0,0.34724646203712456,1
0,0,0.16216216216216217,9,0.5678635098417848,1,1,1,0.5392347969231062,2
0,0,0.28265154327115366,1,0.38519838871631107,2,0,0,0.8570922523100956,1
0,0,0.27027027027027034,2,0.0,2,0,0,0.3778715367317579,3
0,1,0.6486486486486487,7,0.0,2,1,1,0.37288171020332445,1
2,0,0.2027027027027027,2,0.461388566170432,1,0,1,0.5617467968190962,0
0,0,0.10810810810810811,5,0.6282424868200472,1,1,1,0.24796213038345158,2
1,1,0.2837837837837838,8,0.5506618244881817,1,1,1,0.55233739822153,2
0,0,0.5945945945945947,7,0.49886238671645533,2,1,1,0.757071900366485,1
1,0,0.39189189189189194,3,0.2530457685030604,1,0,1,0.14316037181550836,2
0,0,0.1756756756756757,6,0.46972163080237084,2,1,0,0.7383558129801396,3
0,1,0.27027027027027034,9,0.48758545750587423,2,1,1,0.9075659725503785,4
2,0,0.13513513513513514,1,0.4962612907894198,1,0,0,0.5712875579617853,1
0,0,0.2027027027027027,4,0.0,2,0,1,0.41848536535239117,1
0,1,0.25675675675675674,2,0.0,1,0,0,0.6045339829953761,2
